#GRASP V.7.09CD    Instrument:  ILL_d33 
#  
#***** Sanpol Worksheets I+, I- ***** 
#Subtitle:  DD67 0 A Rf- 
#Start: 08-Jun-16   23:54:30   End: 09-Jun-16   00:04:31 
#  
#Sample - (Flip off): Sum 3508, 3511, 3514, 3517, 3520, 3523, 3526,3529 , Loaded: 3508, 3511, 3514, 3517, 3520, 3523, 3526,3529 
#***** Sanpol Worksheets I+, I- ***** 
#Subtitle:  DD67 0 A Rf+ 
#Start: 09-Jun-16   00:04:31   End: 09-Jun-16   00:14:31 
#  
#Sample + (Flip on): Sum 3509, 3512, 3515, 3518, 3521, 3524,3527, 3530 , Loaded: 3509, 3512, 3515, 3518, 3521, 3524,3527, 3530 
#Det: 1 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 2 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 3 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 4 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 5 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Data Normalisation: Exposure Time (1) seconds 
#Attenuator: 0 is In.  Attenuation factor 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator2: is Out 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Background: Sum 2352+2353+2354 , Loaded: 2352+2353+2354 
#Cadmium: Sum 2339+2340 , Loaded: 2339+2340 
#Applying cadmium SANS data correction:  I = I - I_cd 
#  
#Transmissions:  Ts = 0.9987 +/- 0.0025947  Te = 0.81 +/- 0 
#Foreground Image Only :  I_corr = I_s 
#  
#Beam Centre1 :  Cx = 128.7054  Cy = 65.1542       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre2 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre3 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre4 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre5 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#  
#***** Calibrations: ***** 
#Data: Corrected for D33 Detector Paralax 
#Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
#Data: Divided by Volume 0.1 cm3 
#Solid Angle Correction: 
#Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 1 
#Applying Default Instrument Mask 
#Applying User Defined Mask 
#Applying NanInf Mask 
#Intensity units are:  cm-1 \\ \Delta\Omega  
#  
#***** Analysis ***** 
#Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
# 
# 
#Mod_Q   	I       	Err_I   	Sigma_Q
# 
# 
0.0904328	0.0687565	0.00223263	0.00454744
0.0915037	0.0743916	0.00220529	0.00460129
0.0925359	0.0774613	0.00219687	0.00465319
0.0936083	0.0807355	0.00219254	0.00470712
0.0946286	0.0884112	0.00221928	0.00462604
0.0957008	0.0859301	0.00213949	0.00467845
0.0967276	0.0909252	0.00224673	0.00472865
0.0977733	0.0926773	0.00213154	0.00477977
0.0988083	0.0978196	0.00221271	0.00483037
0.0998538	0.103228	0.00211523	0.00488148
0.100906	0.102347	0.00216699	0.00493292
0.101953	0.105347	0.00209425	0.0049841
0.103015	0.101324	0.00212816	0.005036
0.104059	0.10422	0.00209994	0.00493717
0.105102	0.104497	0.00211703	0.00498666
0.106137	0.105574	0.00206429	0.00503577
0.107187	0.103126	0.00209614	0.0050856
0.108231	0.0992515	0.00202501	0.00513512
0.109291	0.0987079	0.00208381	0.00518544
0.110329	0.0935154	0.00199879	0.00523466
0.111398	0.0915158	0.00204609	0.00528541
0.112424	0.0886641	0.00199449	0.00533405
0.113471	0.0861841	0.00203243	0.00538376
0.114489	0.0810236	0.00196652	0.00543204
0.115556	0.0791758	0.00197004	0.00548269
0.116578	0.0729002	0.00197016	0.00553114
0.117636	0.0716987	0.00194198	0.00544203
0.118662	0.0675088	0.00193435	0.0054895
0.119735	0.0632865	0.00189966	0.00553914
0.120761	0.0595973	0.00193098	0.00558659
0.121831	0.059148	0.00186469	0.00563609
0.122862	0.0590915	0.0019087	0.00568379
0.123925	0.054398	0.0018378	0.00573294
0.124959	0.0486503	0.00189772	0.00574318
0.12601	0.0501906	0.00182385	0.0057915
0.127048	0.0483309	0.00188567	0.00583919
0.128098	0.044636	0.00179206	0.00588746
0.129146	0.0441092	0.00186801	0.00593564
0.130192	0.0438095	0.00189871	0.00582438
0.131225	0.0427926	0.00198758	0.00587058
0.132284	0.0426412	0.00204499	0.00591796
0.133325	0.0392186	0.00216012	0.00596452
0.134359	0.0417973	0.00216492	0.0060108
0.135405	0.0433488	0.00223098	0.00605759
0.13645	0.0403701	0.00226912	0.00610435
0.137512	0.0392895	0.0022992	0.00615184
0.138551	0.0434765	0.00242109	0.00619832
0.139585	0.0431684	0.00240892	0.00624459
0.14064	0.044255	0.00245463	0.00629178
0.141687	0.0442781	0.00252637	0.00633861
0.142735	0.0448283	0.0025554	0.00638551
0.143782	0.0466257	0.00261422	0.00643235
0.144818	0.039932	0.00269251	0.00647868
0.145873	0.044045	0.00230303	0.0065259
0.14691	0.041315	0.00254208	0.0065723
0.148007	0.0460379	0.00237917	0.00662134
0.149011	0.0425398	0.00240201	0.00666627
0.150063	0.0408271	0.00256311	0.00671334
0.151119	0.045255	0.00228179	0.00676057
0.152153	0.0450613	0.0024819	0.00680682
0.153238	0.0426952	0.00240247	0.00685538
0.154236	0.044273	0.00236308	0.0069
0.155285	0.0426009	0.00256787	0.00694694
0.156341	0.0397822	0.00227791	0.00699419
0.157367	0.0415643	0.0024814	0.00704009
0.158458	0.0434498	0.00238788	0.00708891
0.159442	0.0411794	0.00236449	0.00713294
0.160509	0.0404535	0.00249396	0.00718067
0.161582	0.0352844	0.0022523	0.00722865
0.162607	0.0414422	0.00250056	0.00727451
0.163686	0.0387766	0.00240235	0.0073228
0.164681	0.0366639	0.00231563	0.00736728
0.165739	0.0385999	0.00257877	0.00741462
0.166789	0.0344879	0.00225525	0.00746161
0.1678	0.0369736	0.00247454	0.00750683
0.168901	0.0359264	0.00236479	0.00755609
0.169901	0.0348356	0.00227892	0.00760084
0.170975	0.0326908	0.00252336	0.00764885
0.172033	0.0335786	0.00222692	0.00769623
0.173011	0.0326166	0.0025656	0.00757726
0.174127	0.0339746	0.00222987	0.00762616
0.175145	0.0301767	0.00231111	0.00767073
0.17622	0.0344836	0.00242972	0.00771781
0.17726	0.0307316	0.0022774	0.00776335
0.17826	0.0294636	0.00236652	0.00780716
0.179371	0.0266545	0.00235186	0.0078558
0.180341	0.0292981	0.00223537	0.0078983
0.181415	0.029226	0.00244805	0.00794535
0.182476	0.0308359	0.00220009	0.00799181
0.183483	0.0310568	0.00234074	0.00803591
0.184607	0.0329149	0.00225897	0.00808514
0.185588	0.0293809	0.00216043	0.00812809
0.186651	0.0277437	0.00242898	0.00817468
0.187715	0.0287184	0.00201333	0.00822127
0.188751	0.0241259	0.00232369	0.00826665
0.189863	0.0267624	0.00211625	0.00831533
0.190825	0.0261204	0.00217601	0.0081741
0.191884	0.0272466	0.0022611	0.00821946
0.192925	0.0286739	0.00199963	0.00826406
0.193956	0.0256627	0.00222586	0.00830822
0.195091	0.0244918	0.00185427	0.00835684
0.196028	0.0282364	0.00189855	0.00839698
0.197092	0.0273145	0.00201888	0.00844255
0.198148	0.0260092	0.00166371	0.00848779
0.199183	0.0267874	0.00184309	0.00853212
0.200285	0.0259734	0.00180842	0.00857935
0.201269	0.0261419	0.0016368	0.0086215
0.202316	0.0249722	0.0018605	0.00866634
0.203386	0.02576	0.00158753	0.00871217
0.204423	0.0254952	0.00166601	0.00875656
0.205518	0.0283503	0.00166521	0.00880347
0.206564	0.0275858	0.00155518	0.00884829
0.207582	0.0262826	0.00173618	0.00889191
0.208588	0.0230394	0.00154671	0.00893499
0.209669	0.0237752	0.00157798	0.0089813
0.210714	0.0237001	0.00155566	0.00902604
0.211748	0.026061	0.00159814	0.00907033
0.212812	0.0246053	0.00147515	0.00911591
0.21384	0.02366	0.00156768	0.00915995
0.21491	0.0252703	0.0015639	0.00920578
0.215928	0.0247557	0.00145455	0.0092494
0.216954	0.0241015	0.00160026	0.00929333
0.218039	0.0235625	0.00145368	0.00933984
0.219057	0.0232277	0.00145555	0.00938342
0.22012	0.0218848	0.0016359	0.00942897
0.221151	0.0247	0.00137934	0.00947314
0.222196	0.0231545	0.00152865	0.00951789
0.223298	0.0228579	0.00148404	0.00956511
0.224247	0.023121	0.00143728	0.00960573
0.22531	0.0221132	0.00155003	0.00965128
0.226394	0.0224424	0.00135798	0.00969772
0.227429	0.0232883	0.00148917	0.00974207
0.228465	0.0230271	0.0015743	0.00978642
0.229497	0.0221302	0.00146695	0.00983062
0.230559	0.0232288	0.00152856	0.00987611
0.231671	0.0231586	0.00154973	0.00992378
0.232668	0.0230005	0.00154231	0.00996647
0.233715	0.0216882	0.00160723	0.0100113
0.234789	0.0208461	0.00156326	0.0100573
0.235771	0.0216937	0.00159633	0.0100994
0.236852	0.0188047	0.00159303	0.0101457
0.237902	0.0212689	0.00158534	0.0101907
0.238918	0.021781	0.00160805	0.0102342
0.240012	0.0206485	0.00161661	0.010281
0.24103	0.0193317	0.00155738	0.0103247
0.242068	0.0214289	0.00169535	0.0103691
0.243148	0.019312	0.00156137	0.0104154
0.244141	0.0211996	0.00165959	0.0104579
0.245196	0.0188685	0.00166483	0.0105031
0.24627	0.0187089	0.00155684	0.0105491
0.247294	0.0212937	0.00171265	0.010593
0.248344	0.0197313	0.00165246	0.010638
0.249372	0.0191552	0.00156202	0.010682
0.250433	0.0193312	0.00172201	0.0107274
0.251515	0.0182875	0.00160106	0.0107738
0.2525	0.0159472	0.0016836	0.010816
0.253582	0.0198939	0.00166813	0.0108623
0.254643	0.0188279	0.0015893	0.0109078
0.25566	0.0199028	0.00171874	0.0109513
0.256757	0.019512	0.00164462	0.0109983
0.25777	0.0184405	0.00163236	0.0108734
0.258782	0.0186827	0.00177824	0.0109162
0.259879	0.020402	0.00158097	0.0109624
0.260866	0.0198791	0.00172206	0.0110041
0.261902	0.01819	0.00174488	0.0110478
0.262961	0.0188605	0.0015669	0.0110924
0.264056	0.0197746	0.00165022	0.0111386
0.265131	0.0208849	0.00178465	0.011184
0.266097	0.0194579	0.00159306	0.0112247
0.267167	0.0190331	0.00177687	0.0112699
0.268244	0.0190927	0.00164319	0.0113153
0.269231	0.0216515	0.00170404	0.0113569
0.270298	0.0195597	0.00178908	0.0114019
0.271333	0.0205145	0.00163842	0.0114456
0.272386	0.0184655	0.00175005	0.01149
0.273485	0.0179068	0.00179111	0.0115364
0.274448	0.0204414	0.00168873	0.011577
0.275514	0.0168889	0.00182315	0.0116219
0.276619	0.017752	0.00165157	0.0116685
0.277641	0.0206032	0.00177275	0.0117117
0.278675	0.0160163	0.00190955	0.0117553
0.279673	0.0197734	0.00161934	0.0117974
0.280767	0.0199248	0.00178699	0.0118435
0.281842	0.0188612	0.00177975	0.0118889
0.282815	0.0182806	0.00167006	0.0119299
0.283883	0.0200384	0.00188091	0.011975
0.284936	0.0150802	0.00188861	0.0120194
0.28595	0.015052	0.00200258	0.0120622
0.286992	0.0165624	0.00200788	0.0121061
0.288077	0.0142475	0.00198996	0.0121519
0.289145	0.0147844	0.00214352	0.012197
0.290155	0.0148097	0.00217963	0.0122396
0.291215	0.0172436	0.00212272	0.0122843
0.292277	0.0149934	0.00227021	0.0123291
0.293301	0.0209819	0.0022755	0.0123723
0.294325	0.0136318	0.00233194	0.0124155
0.295388	0.0147317	0.00236248	0.0124603
0.296441	0.0171018	0.00236643	0.0125047
0.29747	0.0161813	0.00252813	0.0125481
0.298526	0.0147219	0.00240474	0.0125927
0.299632	0.0188088	0.00249462	0.0126393
0.300616	0.0128313	0.00283093	0.0126808
0.301645	0.0151858	0.00250513	0.0127242
0.302739	0.0181592	0.00271583	0.0127704
0.303805	0.0165347	0.00277833	0.0128153
0.304804	0.0159814	0.00284232	0.0128575
0.305816	0.0131673	0.00297924	0.0129002
0.306862	0.0129032	0.00285576	0.0129443
0.307936	0.0158541	0.00298713	0.0127854
0.308998	0.0181421	0.00306355	0.0128295
0.310045	0.0179276	0.00308322	0.012873
0.311097	0.018924	0.00337176	0.0129167
0.312169	0.0127897	0.00310455	0.0129612
0.313193	0.00907686	0.00379612	0.0130037
0.314199	0.0150547	0.00338413	0.0130455
0.315278	0.00885208	0.00353837	0.0130903
0.316257	0.0132255	0.00414591	0.0131309
0.317341	0.0152095	0.00338452	0.0131759
0.318437	0.01262	0.00439365	0.0132214
0.319496	0.0202082	0.00378079	0.0132654
0.320507	0.0194013	0.00462538	0.0133074
0.321482	0.0158817	0.00463642	0.0133479
0.322473	0.0173944	0.00439293	0.013389
0.323587	0.0116706	0.00490811	0.0134353
0.324687	0.0173206	0.00467395	0.0134809
0.325791	0.0195244	0.00585525	0.0135268
0.326733	0.0261967	0.00583981	0.0135659
0.327792	0.0194196	0.00583451	0.0136099
0.328776	0.0154331	0.00762271	0.0136507
0.329877	0.00970017	0.00656388	0.0136964
0.330955	0.0187481	0.00937066	0.0137412
0.332058	0.0257359	0.0091099	0.013787
0.33314	0.013352	0.0132333	0.0138319
