#Model Independent Fit with Multiple Iterations
#Created on Mi 05 Okt 2016 07:59:10 CEST
#Performed 510 of 1000

#
#z / nm 	SLD / A-6	sSLD / A-6
41.3087248322	3.10222230808	0.0748907114332
41.8120805369	3.16320194963	0.0829807744794
42.3154362416	3.20333901471	0.0883008507187
42.8187919463	3.21638188312	0.0935539321937
43.322147651	3.1998945273	0.0997903663885
43.8255033557	3.15768431516	0.10405782937
44.3288590604	3.09551983683	0.106033720874
44.8322147651	3.01799821867	0.105404708051
45.3355704698	2.92497713962	0.105118502793
45.8389261745	2.81235228179	0.105203592872
46.3422818792	2.67258966847	0.106153676662
46.8456375839	2.49713819201	0.109354122894
47.3489932886	2.27819399354	0.113536030473
47.8523489933	2.01550075506	0.116848704613
48.355704698	1.71760885752	0.120752899349
48.8590604027	1.40574412792	0.122932944503
49.3624161074	1.10729788369	0.123611840267
49.8657718121	0.848997061923	0.124010648954
50.3691275168	0.647876547938	0.125508744733
50.8724832215	0.508343151487	0.129745113953
51.3758389262	0.423229312588	0.136941008391
51.8791946309	0.378325392143	0.145339084212
52.3825503356	0.356433673189	0.151539792514
52.8859060403	0.341507526104	0.152437956757
53.389261745	0.32299022442	0.146618434346
53.8926174497	0.297485053493	0.13509952063
54.3959731544	0.268161383101	0.120749446567
54.8993288591	0.241796554852	0.10704429525
55.4026845638	0.224412480628	0.0968128972381
55.9060402685	0.217632373201	0.0912234938635
56.4093959732	0.218157960362	0.0890738357133
56.9127516779	0.220233974113	0.0870601884417
57.4161073826	0.217983137982	0.0815617961617
57.9194630872	0.205913806257	0.0720161513212
58.4228187919	0.179705407116	0.0601024698566
58.9261744966	0.137778832563	0.0484847221988
59.4295302013	0.0872617832189	0.0437695239566
59.932885906	0.0440765879334	0.0445314587542
60.4362416107	0.0240487936908	0.0441366960736
60.9395973154	0.0178473500667	0.0464824894327
61.4429530201	0.0145449549715	0.0472813072497
61.9463087248	0.0106340295477	0.0429269307003
62.4496644295	0.00650395764071	0.0319028634029
62.9530201342	0.00348449992955	0.0194222585744
63.4563758389	0.00115687902625	0.00858158530471
63.9597315436	0.000464340761404	0.00477304067584
64.4630872483	0.000350041320001	0.00544186942183
64.966442953	0.000285539525533	0.00494081128237
65.4697986577	0.000238470592494	0.00328663751328
65.9731543624	0.000431574201152	0.00184265065666
66.4765100671	0.000843219417777	0.00566060306785
66.9798657718	0.00109408760415	0.00945723742591
67.4832214765	0.00150718143757	0.0108561531298
67.9865771812	5.19804979893e-14	0.0
68.4899328859	2.81744027313e-15	0.0
68.9932885906	1.15681205789e-16	0.0
69.4966442953	3.57380134641e-18	0.0
70.0	8.4922922555e-20	0.0
